ItemID	Title	Authors	Year
3224	Capital: A Critique of Political Economy	Marx, Karl	
3225	Genghis Khan: Emperor of All Men	Lamb, Harold	1927
3226	The Literary Mind: Its Place in an Age of Science	Eastman, Max	1931
3227	Several Occasions	Butts, Mary	1932
3228	Mozart	Sitwell, Sacheverell	1932
3229	James Joyce and the Plain Reader: An Essay	Duff, Charles	1932
3230	The Symposium: A Critical Review		
3231	Modern American Short Stories		1932
3232	Home for the Holidays	Mottram, R. H. (Ralph Hale)	1932
3233	Some Newspapers and Newspaper-Men	Villard, Oswald Garrison	1923
3234	Norway's Best Stories		1927
3235	Six Plays		
3236	In the Sweet Dry and Dry	Morley, Christopher	1919
3237	Little Red Horses	Stern, G. B. (Gladys Bronwyn)	1932
3238	Apocalypse	Lawrence, D. H. (David Herbert)	1931
3239	The Poems of Edgar Allan Poe	Poe, Edgar Allan	1901
3240	The Return of Bulldog Drummond	McNeile, H. C. (Herman Cyril)	1932
3241	The Marble Faun / Transformation	Hawthorne, Nathaniel	1860
3242	Pierre; Or, the Ambiguities	Melville, Herman	1852
3243	Red Aces: Being Three Cases of Mr. Reeder	Wallace, Edgar	1929
3244	The Best Short Stories 1931: And the Yearbook of the American Short Story		1931
3245	The Thirteen Problems	Christie, Agatha	1932
3246	David's Day	Mackail, Denis	1932
3247	Death Answers the Bell	Williams, Valentine	1932
3248	The Glass Key	Hammett, Dashiell	1931
3249	Dead Men at the Folly	Street, Cecil J. C. (Cecil John Charles) (pseud. John Rhode, Miles Burton)	1932
3250	The Way of the Phoenix	McKenna, Stephen	1932
3251	Morning Glory	Colette, Sidonie-Gabrielle	1932
3252	Sparks Fly Upward	La Farge, Oliver	1932
3253	When the Wicked Man	Ford, Ford Madox	1932
3254	The Journals of Arnold Bennett	Bennett, Arnold	1932
3255	Death in the Thicket	Loder, Vernon	1932
3256	Bright Skin	Peterkin, Julia Mood	1932
3257	The Gap in the Curtain	Buchan, John	1932
3258	Whiteoaks	De la Roche, Mazo	1929
3259	The Ostrekoff Jewels	Oppenheim, E. Phillips (Edward Phillips)	1932
3260	A Modern Hero	Bromfield, Louis	1932
3261	The Song of the Lark	Cather, Willa	1915
3262	Roan Stallion, Tamar, and Other Poems	Jeffers, Robinson	1925
3263	Unfinished Business	Erskine, John	1931
3264	Contact		
3265	Big Business	Hutchinson, A. S. M. (Arthur Stuart-Menteth)	1932
3266	Chaucer	Chesterton, G. K. (Gilbert Keith)	1932
3267	Madame Bovary	Flaubert, Gustave	1856
3268	Princes of the Night	Kessel, Joseph	1928
3269	Bella		
3270	Golden Horn	Yeats-Brown, Francis	1932
3271	Men in War	Latzko, Andreas	1918
3272	Week		
3273	Faraway	Priestley, J. B. (John Boynton)	1932
3274	Gnani Yoga (A Series of Lessons in Gnani Yoga)	Atkinson, William Walker	1907
3275	The Masters of Modern French Criticism	Babbitt, Irving	1912
3276	Hot Water	Wodehouse, P. G. (Pelham Grenville)	1932
3277	Symbolism: Its Meaning and Effect	Whitehead, Alfred North	1927
3278	Soft Answers	Aldington, Richard	1932
3279	The Fortress	Walpole, Hugh	1932
3280	Very Good, Jeeves	Wodehouse, P. G. (Pelham Grenville)	1930
3281	Obscure Destinies	Cather, Willa	1932
3282	The Maltese Falcon	Hammett, Dashiell	1930
3283	Boomerang	Simpson, Helen	1932
3284	The Gods Arrive	Wharton, Edith	1932
3285	Education and the Social Order	Russell, Bertrand	1932
3286	My Best Story: An Anthology of Stories Chosen by Their Own Authors		1929
3287	Mr. and Mrs. Pennington	Young, Francis Brett	1932
3288	The Intercessor and Other Stories	Sinclair, May	1932
3289	Black Mischief	Waugh, Evelyn	1932
3290	Fiction and the Reading Public	Leavis, Queenie Dorothy	1932
3291	People and Things: Wireless Talks	Nicolson, Harold George	1931
3292	The Dressing Room Murder	Fletcher, Joseph Smith	1931
3293	Light in August	Faulkner, William	1932
3294	Without My Cloak	O'Brien, Kate	1931
3295	A Scientist among the Soviets	Huxley, Julian	1932
3296	Long Lance	Buffalo Child Long Lance	1928
3297	Made-to-Order Stories	Fisher, Dorothy Canfield	1925
3298	Helene	Baum, Vicki	1932
3299	The Two Thieves	Powys, Theodore Francis	1932
3300	Lorenzo in Taos	Luhan, Mabel Dodge	1932
3301	Sons	Buck, Pearl S.	1932
3302	House with the Echo	Powys, Theodore Francis	1928
3303	The American Commonwealth	Bryce, James	1888
3304	Tennyson		
3305	American Outpost: A Book of Reminiscences	Sinclair, Upton	1932
3306	The Oxford Book of Sixteenth Century Verse	Chambers, E. K. (Edmund Kerchever)	1932
3307	Petronius; Seneca, Apocolocyntosis	Petronius;Seneca	1913
3308	The Best Short Stories of 1932: And the Yearbook of the American Short Story		1932
3309	Frank Harris	Kingsmill, Hugh	1932
3310	The Poetical Works of Alexander Pope	Pope, Alexander	
3311	Peking Picnic	O'Malley, Mary Dolling Sanders, Lady (Ann Bridge)	1932
3312	Our Mothers: A Cavalcade in Pictures, Quotation and Description of Late Victorian Women 1870 – 1900		1932
3313	Modern Tales of Horror	Hammett, Dashiell	1932
3314	The Common Reader: Second Series	Woolf, Virginia	1932
3315	The Letters of Emily Dickinson	Dickinson, Emily	1931
3316	Hogarth Essay VIII		
3317	The Grace of Lambs	Komroff, Manuel	1925
3318	Results of an Accident	Baum, Vicki	1931
3319	A Long Time Ago	Kennedy, Margaret	1932
3320	Filibusters in Barbary	Lewis, Wyndham	1932
3321	Wild Decembers	Dane, Clemence	1932
3322	The Best Plays of Christopher Marlowe	Marlowe, Christopher	1903
3323	The Narrow Corner	Maugham, William Somerset	1932
3324	Galapagos: World's End	Beebe, William	1924
3325	America as Americans See It	Ringel, Fred J. (Frederick Julius)	1932
3326	Francis Bacon: A Biography	Sturt, Mary	1932
3327	The Adventures of the Black Girl in Her Search for God	Shaw, George Bernard	1932
3328	The Men of Ness	Linklater, Eric	1932
3329	A Voyage to Arcturus	Lindsay, David	1920
3330	Maid and Minx	Sidgwick, Cecily	1932
3331	Expression in America	Lewisohn, Ludwig	1931
3332	New Signatures: Poems by Several Hands		1932
3333	Flowering Wilderness	Galsworthy, John	1932
3334	The Oxford Book of Victorian Verse		1912
3335	Science and the Modern World	Whitehead, Alfred North	1925
3336	A New York Tempest	Komroff, Manuel	1932
3337	They Were Defeated	Macaulay, Rose	1932
3338	Essays in Criticism	Arnold, Matthew	1865
3339	Marriage	Moore, Marianne	1923
3340	Relativity and Gravitation		
3341	Death in the Afternoon	Hemingway, Ernest	1932
3342	Enemy of the Stars	Lewis, Wyndham	1932
3343	Family History	Sackville-West, Vita	1932
3344	The Collected Poems of Edith Sitwell	Sitwell, Edith	1930
3345	Blast		
3346	The Enemy: A Review of Art and Literature		
3347	Invitation to the Waltz	Lehmann, Rosamond	1932
3348	Mr. Malcolm Presents	Fairlie, Gerard	1932
3349	Banished Empire		
3350	Puck of Pook's Hill	Kipling, Rudyard	1906
3351	Literature and Dogma	Arnold, Matthew	1873
3352	I'll Never Be Young Again	Du Maurier, Daphne	1932
3353	Salutation		
3354	Human, All Too Human	Nietzsche, Friedrich	1878
3355	The Autobiography of Alice B. Toklas	Stein, Gertrude	1933
3356	Save Me the Waltz	Fitzgerald, Zelda	1932
3357	Samuel Taylor Coleridge's Works	Coleridge, Samuel Taylor	
3358	The History of the Decline and Fall of the Roman Empire	Gibbon, Edward	1776
3359	The Best Short Stories 1930: And the Yearbook of the American Short Story		1930
3360	The Kennel Murder Case: A Philo Vance Story	Van Dine, S. S. (Willard Huntington Wright)	1933
3361	History of the Russian Revolution	Trotsky, Leon	1932
3362	The Oxford Book of English Verse, 1250 – 1900		1931
3363	Adventures of Ideas	Whitehead, Alfred North	1933
3364	The Black Arrow: A Tale of Two Roses	Stevenson, Robert Louis	1888
3365	Lives of the Hunted: Containing a True Account of the Doings of Five Quadrupeds & Three Birds, and, in Elucidation of the Same, Over 200 Drawings	Seton, Ernest Thompson	1901
3366	The Lady of the Boat	Murasaki Shikibu (紫式部)	1932
3367	Byron's Works	Byron, George Gordon Byron	
3368	Ivanhoe	Scott, Walter	1820
3369	The Autobiography of Lincoln Steffens	Steffens, Lincoln	1931
3370	The Life of Katherine Mansfield	Mantz, Ruth Elvish;Murry, John Middleton	1933
3371	Beyond Desire	Anderson, Sherwood	1932
3372	Selected Essays		
3373	Golden Arrow	Webb, Mary	1916
3374	Jeremiah and the Princess	Oppenheim, E. Phillips (Edward Phillips)	1933
3375	East of Eden	Glenn, Isa	1932
3376	Murder Must Advertise	Sayers, Dorothy	1933
3377	The Shakespeare Murders	Macdonell, A. G. (Archibald Gordon)	1933
3378	Ellen Terry's Memoirs	Terry, Ellen	1933
3379	More Memories	Asquith, Margot	1933
3380	Round the Fire Stories	Doyle, Arthur Conan	1908
3381	Nijinsky	Nijinsky, Romola de Pulszky	1933
3382	From Flushing to Calvary	Dahlberg, Edward	1932
3383	The Best Short Stories 1933: And the Yearbook of the American Short Story		1933
3384	Selections from the Writings of John Ruskin: First Series, 1843 – 1860	Ruskin, John	1893
3385	An Indian Monk, His Life and Adventures	Purohit, Swami (Shri Purohit Swami)	1932
3386	What Life Should Mean to You	Alder, Alfred	1931
3387	S. S. Murder	Quentin, Patrick. pseud.;Aswell, Mary Louise;Webb, Richard Wilson	1933
3388	Conquistador	MacLeish, Archibald	1933
3389	History of the American People		
3390	Christopher Columbus: The World's Great Explorers and Explorations	Markham, Clements R. (Clements Robert), Sir	1892
3391	Murder at Monte Carlo	Oppenheim, E. Phillips (Edward Phillips)	1933
3392	Gone to Earth	Webb, Mary	1917
3393	Wordsworth's Poetical Works	Wordsworth, William	
3394	The Adventures of Tom Sawyer	Twain, Mark	1876
3395	Human Speech: Some Observations, Experiments, and Conclusions as to the Nature, Origin, Purpose and Possible Improvements to Human Speech	Paget, Richard	1930
3396	Milton's Poetical Works	Milton, John	
3397	Famous Plays		
3398	The Lonely Plough	Holme, Constance	1914
3399	Public Faces	Nicolson, Harold George	1933
3400	Earth Horizon	Austin, Mary (Mary Hunter)	1932
3401	Apocrypha		
3402	Reminiscences of D. H. Lawrence	Murry, John Middleton	1933
3403	Interpretations: A Book of First Poems	Akins, Zoë	1912
3404	Flush: A Biography	Woolf, Virginia	1933
3405	Façade	Sitwell, Edith	1922
3406	Looking Back: An Autobiographical Excursion	Douglas, Norman (George Norman)	1933
3407	Escape		
3408	A Daughter of the Samurai	Sugimoto, Etsuko	1925
3409	The Lovely Lady	Lawrence, D. H. (David Herbert)	1932
3410	Democracy in Crisis	Laski, Harold Joseph	1933
3411	Back Street	Hurst, Fannie	1931
3412	The Twentieth Century Novel: Studies in Technique	Beach, Joseph	1932
3413	Bula Matari: Stanley, Conqueror of a Continent	Wassermann, Jakob	1933
3414	Ann Vickers	Lewis, Sinclair	1933
3415	Pocahontas	Crane, Nathalia	1930
3416	Life of Oscar Wilde		
3417	The Sheltered Life	Glasgow, Ellen Anderson Gholson	1932
3418	Viva		
3419	Mandoa, Mandoa!	Holtby, Winifred	1933
3420	Can America Stay at Home?	Simonds, Frank H.	1932
3421	Venetian Blinds	Mannin, Ethel	1933
3422	All Men Are Enemies	Aldington, Richard	1933
3423	A Superficial Journey Through Tokyo and Peking	Quennell, Peter	1932
3424	Color and Color Theories	Ladd-Franklin, Christine	1932
3425	Ballyhoo		
3426	Mustard Seed: Some Pungent Paragraphs	Donnelly, Francis P.	1914
3427	This People	Lewisohn, Ludwig	1933
3428	Ultramarine	Lowry, Malcolm	1933
3429	The Adelphi		
3430	Is There a Case for Foreign Missions?	Buck, Pearl S.	1932
3431	The Facts of Fiction	Collins, Norman	1932
3432	The Gold Falcon or the Haggard of Love	Williamson, Henry	1933
3433	Men against Death	de Kruif, Paul	1932
3434	This Was My World	Mackworth, Margaret Haig Thomas, Viscountess Rhondda	1933
3435	The Brontës	Willis, Irene Cooper	1933
3436	March of Democracy: A History of the United States	Adams, James Truslow	1933
3437	The Bible		
3438	The Red Hills	Davies, Rhys	1932
3439	Sylvia's Marriage: A Novel	Sinclair, Upton	1914
3440	Livingstones: A Novel of Contemporary Life	León, Derrick	1933
3441	Background (Intimate Memories 1)	Luhan, Mabel Dodge	1933
3442	Where Socialism Stands Today	Laski, Harold Joseph	1933
3443	The Romantic Exiles: A Nineteenth-Century Portrait Gallery	Carr, Edward Hallett	1933
3444	Peter Abelard: A Novel	Waddell, Helen	1933
3445	Tom Brown's School Days	Hughes, Thomas	1857
3446	A Cure of Flesh	Cozzens, James Gould	1933
3447	Europe since the War	Jackson, J. Hampden	1933
3448	Human Merchandise: A Study in the International Traffic in Women	Harris, H. Wilson	1928
3449	To Make My Bread	Lumpkin, Grace	1932
3450	The Martyr	O'Flaherty, Liam	1933
3451	James Joyce und sein Ulysses	Curtius, Ernst Robert	1928
3452	Swords and Ploughshares		
3453	Human Nature	Wharton, Edith	1933
3454	The Black Soul	O'Flaherty, Liam	1924
3455	Anna Livia Plurabelle	Joyce, James	1930
3456	The House of Gold	O'Flaherty, Liam	1929
3457	The Stormy Hills	Corkery, Daniel	1929
3458	The Long Christmas Dinner: And Other Plays in One Act	Wilder, Thornton	1931
3459	The Little Book of Modern Verse: A Selection from the Work of Contemporaneous American Poets		1913
3460	The Tale of Genji	Murasaki Shikibu (紫式部)	
3461	The Great Offensive	Hindus, Maurice Gerschon	1933
3462	Gray's Anatomy	Gray, Henry	1858
3463	Rhodes	Millin, Sarah Gertrude	1933
3464	Tropical Winter	Hergesheimer, Joseph	1933
3465	Soldiers' Pay	Faulkner, William	1926
3466	Memoirs of a British Agent	Lockhart, Robert Hamilton Bruce	1932
3467	Memoirs of the Comte Alexandre de Tilly	Tilly, Alexandre de	1933
3468	The Hidden Child	Werfel, Franz (Franz Viktor)	1931
3469	The New Statesman and Nation		
3470	Poems	Meynell, Alice Christiana Thompson	
3471	Bull's Eye	Kennedy, Milward	1933
3472	The Savage Pilgrimage: A Narrative of D. H. Lawrence	Carswell, Catherine	1932
3473	The Meriwether Mystery	Strahan, Kay Cleaver	1932
3474	Album		
3475	Capajon: Fifty-Four Short Stories Published 1921 – 1933		1933
3476	Vanessa	Walpole, Hugh	1933
3477	Lances Down: Between the Fires in Moscow	Boleslavski, Richard	1933
3478	Adventures of a Novelist	Atherton, Gertrude Franklin Horn	1932
3479	The First Wife and Other Stories	Buck, Pearl S.	1933
3480	The White Cockatoo	Eberhart, Mignon Good	1933
3481	A Prince of the Captivity	Buchan, John	1933
3482	The Rash Act	Ford, Ford Madox	1933
3483	Tragic America	Dreiser, Theodore	1931
3484	Imitation of Life	Hurst, Fannie	1933
3485	The Ring and the Book	Browning, Robert	1868
3486	Ian and Felicity	Mackail, Denis	1932
3487	Before the Fact: A Murder Story for Ladies	Iles, Francis	1933
3488	This Strange Adventure	Rinehart, Mary Roberts	1929
3489	Cry Havoc!	Nichols, Beverley	1933
3490	The Farm	Bromfield, Louis	1933
3491	Etruscan Places	Lawrence, D. H. (David Herbert)	1932
3492	The Queen and Mr. Gladstone	Guedalla, Phillip	1933
3493	Andy Gump	Smith, Sidney	1924
3494	Fableaux	Monnier, Adrienne	1932
3495	Testament of Youth	Brittain, Vera	1933
3496	The Clock Ticks On	Williams, Valentine	1933
3497	The Spectator		
3498	New Country: Prose and Poetry by the Authors of New Signatures	Roberts, Michael	1933
3499	The Devil in the Flesh	Radiguet, Raymond	1923
3500	Lawrence and Brett: A Friendship	Brett, Dorothy	1933
3501	The European Caravan	Putnam, Samuel	1931
3502	Inclinations	Firbank, Ronald	1916
3503	Miss Lonelyhearts	West, Nathanael	1933
3504	Sādhanā: The Realisation of Life	Tagore, Rabindranath	1913
3505	Love among the Haystacks	Lawrence, D. H. (David Herbert)	1930
3506	Year before Last	Boyle, Kay	1932
3507	EIMI	Cummings, E. E. (Edward Estlin)	1933
3508	Laughing Torso	Hamnett, Nina	1932
3509	Famous Plays of 1933		1933
3510	Early Tudor Drama: Medwall, the Rastells, Heywood, and the More Circle	Reed, Arthur William	1926
3511	The Dragon Murder Case	Van Dine, S. S. (Willard Huntington Wright)	1933
3512	Morning Pride	Glover, Halcott	1933
3513	The Bridge	Crane, Hart	1930
3514	Wonder Hero	Priestley, J. B. (John Boynton)	1933
3515	Poets and Their Art	Monroe, Harriet	1932
3516	Paleface: The Philosophy of the "Melting-Pot"	Lewis, Wyndham	1929
3517	Winner Take Nothing	Hemingway, Ernest	1933
3518	Views and Reviews		
3519	Anarchism Is Not Enough	Riding, Laura	1928
3520	Post-Adolescence: A Selection of Short Fiction	McAlmon, Robert	1923
3521	The Old Gang and the New	Lewis, Wyndham	1933
3522	Literature in My Time	Mackenzie, Compton	1933
3523	The Red Front	Aragon, Louis	1933
3524	A Revision of the Treaty	Keynes, John Maynard	1922
3525	A Short View of Russia	Keynes, John Maynard	1925
3526	The End of Laissez-Faire	Keynes, John Maynard	1926
3527	Harmonium	Stevens, Wallace	1923
3528	Thirteen at Dinner	Christie, Agatha	1933
3529	The Snows of Helicon	Tomlinson, H. M. (Henry Major)	1933
3530	An Introduction to Edwin Arlington Robinson	Cestre, Charles	1930
3531	Bulwer		
3532	Water on the Brain	Mackenzie, Compton	1933
3533	Ah King	Maugham, William Somerset	1933
3534	Humanity Uprooted	Hindus, Maurice Gerschon	1929
3535	Alanna Autumnal	Barker, George	1933
3536	Discursions on Travel Art and Life	Sitwell, Osbert	1925
3537	The Orators	Auden, W. H. (Wystan Hugh)	1932
3538	The Complete Poems of John Skelton, Laureate	Skelton, John	1931
3539	The Intelligent Man's Way to Prevent War		1933
3540	From Chaos to Control	Angell, Norman	1933
3541	No Second Spring	Beith, Janet	1933
3542	Fragments from Work in Progress	Joyce, James	
3543	The Use of Poetry and the Use of Criticism: Studies in the Relation of Criticism to Poetry in England	Eliot, T. S. (Thomas Stearns)	1933
3544	The Winding Stair	Yeats, William Butler	1929
3545	Opening Day	Gascoyne, David	1933
3546	The Irish Drama	Malone, Andrew E.	1929
3547	The Mating Cry	Thurlow, John	1925
3548	Napoleon	Merezhkovsky, Dmitry Sergeyevich	1928
3549	Characters and Commentaries	Strachey, Giles Lytton	1933
3550	The First Lover and Other Stories	Boyle, Kay	1933
3551	Grand Canary	Cronin, A. J. (Archibald Joseph)	1933
3552	Anthony Adverse	Allen, Hervey	1933
3553	Latin Dictionary		
3554	Red Bread	Hindus, Maurice Gerschon	1931
3555	Poems	Auden, W. H. (Wystan Hugh)	
3556	A Draft of XXX Cantos	Pound, Ezra	1930
3557	Times		
3558	Art Now: An Introduction to the Theory of Modern Painting and Sculpture	Read, Herbert	1933
3559	Gay Life	Delafield, E. M. (Edmee Elizabeth Monica)	1933
3560	The Poems and Plays of Oliver Goldsmith	Goldsmith, Oliver	1891
3561	Little Man, What Now?	Fallada, Hans (Rudolph Ditzen)	1933
3562	Three Plays: The Fiddler's House, The Land, Thomas Muskerry	Colum, Padraic	1916
3563	The Letters of Algernon Charles Swinburne	Swinburne, Algernon Charles	1919
3564	New Verse		
3565	The Wind in the Willows	Grahame, Kenneth	1908
3566	Ancient Greek Literature	Bowra, C. M. (Cecil Maurice)	1933
3567	Striplings	Hooke, Nina Warner	1933
3568	Berlin Tenement	Noth, Ernst Erich	1933
3569	A Short History of English Literature	Saintsbury, George	1898
3570	Collected Poems of Elinor Wylie	Wylie, Elinor	1932
3571	Coriolanus	Shakespeare, William	
3572	A Study of British Genius	Ellis, Havelock	1904
3573	The Meaning of Meaning: A Study of the Influence of Language upon Thought and of the Science of Symbolism	Ogden, C. K.;Richards, I. A. (Ivor Armstrong)	1923
3574	Fifteen Plays of Shakespeare	Shakespeare, William	1916
3575	Selected Essays, 1917 – 1932	Eliot, T. S. (Thomas Stearns)	1932
3576	Yale Review		
3577	La revue des deux mondes		
3578	The Dark Gentleman	Stern, G. B. (Gladys Bronwyn)	1927
3579	James Joyce	Golding, Louis	1933
3580	Three Cities: A Trilogy	Asch, Sholem	1933
3581	Little Women	Alcott, Louisa May	1868
3582	Daddy-Long-Legs	Webster, Jean	1912
3583	Hippolytus	Euripides	
3584	Women against Men	Jameson, Storm (Margaret Storm)	1933
3585	It Was the Nightingale	Ford, Ford Madox	1933
3586	The Disinherited	Conroy, Jack	1933
3587	Napoleon	Ludwig, Emil	1922
3588	Rienzi, the Last of the Roman Tribunes	Bulwer-Lytton, Edward	1835
3589	The New Yorker		
3590	Within the Gates: A Play of Four Scenes in a London Park	O'Casey, Sean	1933
3591	The Contemporary Drama of Ireland	Boyd, Ernest Augustus	1917
3592	Variety: Essays and Stories	Fleming, Peter	1933
3593	No Nice Girl Swears	Moats, Alice-Leone	1933
3594	New Irish Comedies	Gregory, Lady (Isabella Augusta Persse Gregory)	1923
3595	Thackeray		
3596	East Wind	Lowell, Amy	1926
3597	Mary of Nazareth	Borden, Mary (Bridget Maclagan, pseud.)	1933
3598	God's Little Acre	Caldwell, Erskine Preston	1933
3599	The Divine Comedy	Dante Alighieri	
3600	Words and Poetry	Rylands, George	1928
3601	Tibet's Great Yogī, Milarepa		1928
3602	The Collected Poems of W. B. Yeats	Yeats, William Butler	1933
3603	Landor	Colvin, Sidney	1898
3604	Browning's Works		
3605	Elinor Wylie		
3606	The Constant Wife: A Comedy in Three Acts	Maugham, William Somerset	1927
3607	Shakespeare's Tragedies	Shakespeare, William	
3608	The Bird of Dawning	Masefield, John	1933
3609	Youth Can't Be Served	Hoult, Norah	1933
3610	A Book of Irish Verse		1900
3611	Dead Man's Hat	Footner, Hulbert	1932
3612	Voices of the Stones	A. E. (George William Russell)	1925
3613	Edgar Allan Poe: A Study in Genius	Krutch, Joseph Wood	1931
3614	Purdah: The Status of Indian Women	Das, Frieda Hauswirth	1932
3615	Over the River	Galsworthy, John	1933
3616	The House in Dormer Forest	Webb, Mary	1920
3617	The Secret Doctrine	Blavatsky, H. P.	1888
3618	The Mysteries of Udolpho	Radcliffe, Ann	1794
3619	Harlan Miners Speak		1932
3620	Mary Webb: Her Life and Work	Moult, Thomas	1931
3621	Farewell Victoria	White, T.H. (Terence Hanbury)	1933
3622	The Avatars: A Futurist Fantasy	A. E. (George William Russell)	1933
3623	Magnus Merriman: A Novel	Linklater, Eric	1934
3624	Famous Plays of 1932		1932
3625	Tom Brown		
3626	The Crime of Cuba	Beals, Carleton	1933
3627	Footsteps to Youth		
3628	Song and Its Fountains	A. E. (George William Russell)	1932
3629	The Cattledrive in Connaught and Other Poems	Clarke, Austin	1925
3630	Recent Poetry 1923 – 1933		1933
3631	Mornings in Mexico	Lawrence, D. H. (David Herbert)	1927
3632	Three Last Plays	Gregory, Lady (Isabella Augusta Persse Gregory)	1928
3633	Irish Poets of To-day: An Anthology		1921
3634	Porgy	Heyward, Du Bose	1925
3635	More Translations from the Chinese	Waley, Arthur	1919
3636	Chaucer and His Times	Hadow, Grace Eleanor	1914
3637	Poems	Tate, Allen	1932
3638	The Best Short Stories of 1933		1933
3639	The Knife	Adams, Herbert	1934
3640	The Bulpington of Blup	Wells, H. G. (Herbert George)	1932
3641	His Monkey Wife	Collier, John	1930
3642	Guests of the Nation	O'Connor, Frank (Michael Francis O'Donovan)	1931
3643	Books and Theatres	Craig, Edward Gordon	1925
3644	The Development of the Theatre	Nicoll, Allardyce	1927
3645	The Graces	Beck, L. Adams	1934
3646	Imaginary Conversations and Poems: A Selection	Landor, Walter Savage	1919
3647	Saturday Review		
3648	Bess of the Woods	Deeping, Warwick	1906
3649	Buddha and the Gospel of Buddhism	Coomaraswamy, Ananda Kentish	1916
3650	The Letters of H. P. Blavatsky to A. P. Sinnett, and Other Miscellaneous Letters	Blavatsky, H. P.	1924
3651	Frescoes for Mr. Rockefeller's City	MacLeish, Archibald	1933
3652	Tales of Modern China	Erdberg, Oskar	1933
3653	Epic East		
3654	The Farmer's Bride	Mew, Charlotte Mary	1916
3655	Sir William Orpen: Artist & Man	Konody, Paul G. (Paul George);Dark, Sidney	1932
3656	Brazilian Adventure	Fleming, Peter	1933
3657	Marriage and Morals	Russell, Bertrand	1929
3658	Finch's Fortune	De la Roche, Mazo	1931
3659	The Sign of Four	Doyle, Arthur Conan	1890
3660	Swift		
3661	Poems, 1924 – 1933	MacLeish, Archibald	1933
3662	Self and Superman: The Technique of Conscious Evolution	Eeman, L. E.	1929
3663	The Salzburg Tales	Stead, Christina	1934
3664	Walt Whitman and the Civil War		1933
3665	[unclear]		
3666	Dryden	Saintsbury, George	1881
3667	Charles Dickens and the Other Victorians	Quiller-Couch, Arthur	1925
3668	The Dop Doctor	Dehan, Richard	1910
3669	Big Tremaine: A Novel	Van Vorst, Marie	1914
3670	Looking Forward	Roosevelt, Franklin Delano	1933
3671	Contemporary Movements in European Literature		1929
3672	The Poor Man	Benson, Stella	1922
3673	The Woman Who Had Imagination and Other Stories	Bates, H. E. (Herbert Ernest)	1934
3674	The Fear of the Dead in Primitive Religion	Frazier, James George	1933
3675	Murder on the Orient Express	Christie, Agatha	1934
3676	The Beautiful White Devil	Boothby, Guy (Guy Newell)	1897
3677	Les Cahiers du Sud		
3678	Pirate Junk, Five Months Captivity with Manchurian Bandits	Johnson, Clifford	1934
3679	Quaint Stories of Samurais	Ihara, Saikaku	1928
3680	Studies in Literature	Quiller-Couch, Arthur	1918
3681	Buttered Side Down: Stories	Ferber, Edna	1912
3682	England, Their England	Macdonell, A. G. (Archibald Gordon)	1933
3683	A Modern Tragedy	Bentley, Phyllis Eleanor	1934
3684	After Such Pleasures	Parker, Dorothy	1933
3685	1933: A Year Magazine		
3686	Pictures from Italy	Dickens, Charles	1846
3687	The Scottish Queen	Gorman, Herbert Sherman	1932
3688	New Stories		
3689	Herman Melville	Freeman, John	1926
3690	The First Violin	Fothergill, Jessie	1878
3691	An Apology for Poetry	Sidney, Philip	1595
3692	The Siamese Twin Mystery	Queen, Ellery (Frederic Dannay and Manfred B. Lee)	1933
3693	Living Authors: A Book of Biographies		1931
3694	The Hamwood papers of the Ladies of Llangollen and Caroline Hamilton		1930
3695	Swift's Verse: An Essay	Ball, F. Elrington	1928
3696	Blessington-D'Orsay	Sadleir, Michael	1933
3697	Undertones of War	Blunden, Edmund	1928
3698	François Rabelais, a Man of the Renaissance: A Spiritual Biography	Putnam, Samuel	1929
3699	The Lame Dog	Mottram, R. H. (Ralph Hale)	
3700	Poets		
3701	The Gentleman from Indiana	Tarkington, Booth	1899
3702	After Strange Gods	Eliot, T. S. (Thomas Stearns)	1934
3703	The Living Age		
3704	In Mr. Knox's Country	Somervile, E. Œ. (Edith Œnone);Ross, Martin	1915
3705	The Great Victorians	Massingham, Harold John	1932
3706	Human Being	Morley, Christopher	1933
3707	The Nine Tailors	Sayers, Dorothy	1934
3708	Valmouth	Firbank, Ronald	1919
3709	The Light Heart	Hewlett, Maurice	1920
3710	Land and Sea Tales for Scouts and Guides	Kipling, Rudyard	1923
3711	Thy Servant a Dog	Kipling, Rudyard	1930
3712	A Book of Poems for Every Mood		1933
3713	Tarka the Otter: His Joyful Water-life & Death in the Country of the Two Rivers	Williamson, Henry	1927
3714	Sea Wall	Strong, L. A. G. (Leonard Alfred George)	1933
3715	The Cherry Orchard	Chekhov, Anton Pavlovich	1904
3716	Tower of London		
3717	Charles the First, King of England	Belloc, Hilaire	1933
3718	English Journey	Priestley, J. B. (John Boynton)	1934
3719	Ladies Almanack: Showing Their Signs and Their Tides; Their Moons and Their Changes; the Seasons as It Is with Them; Their Eclipses and Equinoxes; as well as a Full Record of Diurnal and Nocturnal Distempers	Barnes, Djuna	1928
3720	King Lear	Shakespeare, William	
3721	The Student's Chaucer: Being a Complete Edition of His Works Edited from Numerous Manuscripts	Chaucer, Geoffrey	1900
3722	The Heartless Land	Stern, James	1932
3723	The Pascarella Family	Werfel, Franz (Franz Viktor)	1934
3724	William Blake in this World	Bruce, Harold Lawton	1925
3725	The Problem of Lay-Analyses	Freud, Sigmund	1927
