ItemID	Title	Authors	Year
1930	Crewe Train	Macaulay, Rose	1926
1931	Excavations: A Book of Advocacies	Van Vechten, Carl	1926
1932	Paul Bunyan	Shephard, Esther	1924
1933	Havelock Ellis: A Biographical and Critical Survey	Goldberg, Isaac	1926
1934	Plays by August Strindberg: Third Series	Strindberg, August	1921
1935	Up from Methodism	Asbury, Herbert	1926
1936	Burned Evidence	Woodrow, Mrs. Wilson	1926
1937	Her Son's Wife	Fisher, Dorothy Canfield	1926
1938	The Painted Room	Wilson, Margaret	1926
1939	The House of the Dead	Dostoyevsky, Fyodor (Фёдор Михайлович Достоевский)	1862
1940	Nigger Heaven	Van Vechten, Carl	1926
1941	Letters from W. H. Hudson, 1901 – 1922	Hudson, W. H. (William Henry)	1923
1942	The Gambler	Dostoyevsky, Fyodor (Фёдор Михайлович Достоевский)	1866
1943	A Woman in Exile	Vachell, Horace Annesley	1926
1944	The Insulted and Injured	Dostoyevsky, Fyodor (Фёдор Михайлович Достоевский)	1915
1945	A Man Could Stand Up	Ford, Ford Madox	1926
1946	Crime and Punishment	Dostoyevsky, Fyodor (Фёдор Михайлович Достоевский)	1914
1947	French Studies and Reviews	Aldington, Richard	1926
1948	Four Plays	Milne, A.A. (Alan Alexander)	1926
1949	Gabrielle: A Romance	Maxwell, W. B. (William Babington)	1926
1950	Anatol and Other Plays	Schnitzler, Arthur	
1951	The Green Goddess	Archer, William	1921
1952	The Trial of Jesus	Masefield, John	1925
1953	The Black Pavilion: An Adventure of the Lothian Coast	Muir, Augustus	1926
1954	Dramatic Values	Montague, C. E. (Charles Edward)	1911
1955	Will Shakespeare: An Invention in Four Acts	Dane, Clemence	1921
1956	Three Plays	Glaspell, Susan	1924
1957	A Victorian American: Henry Wadsworth Longfellow	Gorman, Herbert Sherman	1926
1958	The Ghost Book: Sixteen New Stories of the Uncanny		1926
1959	The Golden Dancer	Hume, Cyril	1926
1960	A Pilgrim in Spain	Bell, Aubrey F. G. (Aubrey Fitz Gerald)	1924
1961	The Wood Demon	Chekhov, Anton Pavlovich	1926
1962	Beasts, Men and Gods	Ossendowski, Ferdynand Antoni	1922
1963	Blues: An Anthology		1926
1964	Brawny-Man	Stevens, James	1926
1965	Stavrogin's Confession	Dostoyevsky, Fyodor (Фёдор Михайлович Достоевский)	1922
1966	Wedlock	Wassermann, Jakob	1926
1967	Creatures That Once Were Men	Gorky, Maxim	1905
1968	The Young Anarchy	Gibbs, Philip	1926
1969	The Mystery of the Yellow Room	Leroux, Gaston	1908
1970	Diamonds		
1971	Tampico	Hergesheimer, Joseph	1926
1972	Juno: A Study in Early Roman Religion	Shields, Emily Ledyard	1926
1973	The Spanish Journey	Meier-Graefe, Julius	1926
1974	Sylvia's Lovers	Gaskell, Elizabeth	1863
1975	The Merchants of Souls	Goldring, Douglas	1926
1976	Hangman's House	Byrne, Donn	1926
1977	Imperial Purple	Saltus, Edgar	1892
1978	Outspoken Essays	Inge, William Ralph	1922
1979	Adam of Dublin: A Romance of To-day	O'Riordan, Conal	1920
1980	Mother		
1981	Dragon's Blood	Wilson, Romer	1926
1982	The Great Brighton Mystery	Fletcher, Joseph Smith	1925
1983	Goodbye, Stranger	Benson, Stella	1926
1984	Young Lady Dazincourt: A Discovery	O'Riordan, Conal	1926
1985	Gullible's Travels, Etc.	Lardner, Ring	1917
1986	The Golden Day	Mumford, Lewis	1926
1987	Essays in Popular Science	Huxley, Julian	1927
1988	Hostel [unclear]		
1989	George Eliot	Stephen, Leslie	1902
1990	The Creators: A Comedy	Sinclair, May	1910
1991	A History of Witchcraft and Demonology	Summers, Montague	1926
1992	The Life of Jesus	Murry, John Middleton	1927
1993	Inspector French and the Cheyne Mystery	Crofts, Freeman Wills	1926
1994	My Mortal Enemy	Cather, Willa	1926
1995	Contemporary Techniques of Poetry: A Political Analogy	Graves, Robert	1925
1996	Daphne Adeane	Baring, Maurice	1927
1997	The Cambridge Book of Prose and Verse		1924
1998	Anthropology	Kroeber, A. L. (Alfred Louis)	1923
1999	Lord Raingo	Bennett, Arnold	1926
2000	Adam Bede	Eliot, George (Mary Anne Evans)	1859
2001	Fortitude	Walpole, Hugh	1913
2002	Translations and Tom Fooleries	Shaw, George Bernard	1926
2003	The Kays	Deland, Margaret	1926
2004	The Black Knight	Dell, Ethel M. (Ethel May)	1926
2005	Maradick at Forty: A Transition	Walpole, Hugh	1910
2006	The Orphan Angel	Wylie, Elinor	1926
2007	The Sun Also Rises	Hemingway, Ernest	1926
2008	The Wayfarer	Benson, Claude E. (Claude Ernest)	1907
2009	The Missing Delora	Oppenheim, E. Phillips (Edward Phillips)	1910
2010	The Mauve Decade	Beer, Thomas	1926
2011	Ulysses	Joyce, James	1922
2012	Car		
2013	Shoot! The Notebooks of Sarafino Gubbio, Cinematograph Operator	Pirandello, Luigi	1926
2014	Shaving of Shagpat and Farina	Meredith, George	
2015	The Footsteps That Stopped	Fielding, A. (Archibald)	1926
2016	The Time of Man	Roberts, Elizabeth Madox	1926
2017	Men without Women	Hemingway, Ernest	1927
2018	Lars Porsena, or, The Future of Swearing and Improper Language	Graves, Robert	1927
2019	Go She Must!	Garnett, David	1927
2020	Critical Kit-Kats	Gosse, Edmund	1896
2021	The Travels of Marco Polo	Polo, Marco	
2022	Religion in the Making: Lowell Lectures, 1926	Whitehead, Alfred North	1926
2023	The Great Abnormals	Hyslop, Theo B. (Theophilus Bulkeley)	1925
2024	Love in These Days: A Modern Story	Waugh, Alec (Alexander Raban)	1926
2025	transition		
2026	Reason and Romanticism: Essays in Literary Criticism	Read, Herbert	1926
2027	The New Negro	Locke, Alain	1925
2028	Technique of Contemporary Theatre		
2029	Leon Trotsky: The Portrait of Youth	Eastman, Max	1925
2030	The Essays of "George Eliot"	Eliot, George (Mary Anne Evans)	1883
2031	Blackmailed	Le Queux, William	1927
2032	Galahad: Enough of His Life to Explain His Reputation	Erskine, John	1926
2033	The Infatuation of Peter	Tynan, Katharine	
2034	Philosophy of the Recent Past: An Outline of European and American Philosophy Since 1860	Perry, Ralph Barton	1926
2035	The Case of Bevan Yorke	Maxwell, W. B. (William Babington)	1927
2036	A Spirit in Prison	Hichens, Robert Smythe	1908
2037	The Hurcotts	Hine, Muriel	1927
2038	Poems of Oscar Wilde	Wilde, Oscar	
2039	Portrait of a Man with Red Hair	Walpole, Hugh	1925
2040	Elmer Gantry	Lewis, Sinclair	1927
2041	The Veil and Other Poems	De la Mare, Walter	1922
2042	Jew Süss	Feuchtwanger, Lion	1925
2043	The Old Countess	Sedgwick, Anne Douglas	1927
2044	The Field of Mustard	Coppard, A. E. (Alfred Edgar)	1927
2045	The Dangerfield Talisman	Connington, J. J. (Alfred Walter Stewart)	1927
2046	Sid Puddiefoot	MacGill, Patrick	1926
2047	Mirrors of Moscow	Bryant, Louise	1923
2048	China in Revolt	T'ang, Leang-Li	1927
2049	The Sun in Splendour	Burke, Thomas	1926
2050	The Cabala	Wilder, Thornton	1926
2051	The Inquisition from Its Establishment to the Great Schism	Maycock, A. L.	1927
2052	The Castaways	Jacobs, William Wymark	1917
2053	Loaded Dice		
2054	The Hard-Boiled Virgin	Newman, Frances	1926
2055	One Act Plays of To-Day		
2056	Mr. Gilhooley	O'Flaherty, Liam	1926
2057	Beatrice		
2058	The Rebellious Puritan: Portrait of Mr. Hawthorne	Morris, Lloyd R.	1927
2059	Portrait of Clare	Young, Francis Brett	1927
2060	Jesting Pilate: The Diary of a Journey	Huxley, Aldous	1926
2061	Decadence	Gorky, Maxim	1927
2062	Behind the Fog	Bashford, H. H. (Henry Howard)	1927
2063	Scotland Yard	Gollomb, Joseph	1927
2064	Selected Poems of Emily Dickinson	Dickinson, Emily	1924
2065	The Allinghams	Sinclair, May	1927
2066	Mr. and Mrs. Haddock in Paris, France	Stewart, Donald Ogden	1926
2067	The Wooden Pegasus	Sitwell, Edith	1920
2068	Young India: An Interpretation and a History of the Nationalist Movement from Within	Lajpat Rai, Lala	1916
2069	To the Lighthouse	Woolf, Virginia	1927
2070	Home, James	Kelley, Ethel M. (Ethel May)	1927
2071	The Weary Blues	Hughes, Langston	1926
2072	Chains: Lesser Novels and Stories	Dreiser, Theodore	1927
2073	Bucolic Comedies	Sitwell, Edith	1923
2074	The Book of a Naturalist	Hudson, W. H. (William Henry)	1919
2075	Young Men in Love	Arlen, Michael (Dikran Kouyoumdjian)	1927
2076	The Poems of Ernest Dowson	Dowson, Ernest Christopher	1905
2077	One Crystal and a Mother	Taylor, Ellen Du Poise	1927
2078	The Ethics of Dust	Ruskin, John	1865
2079	A Tale of Two Cities	Dickens, Charles	1859
2080	The Hounds of Spring	Thompson, Sylvia	1926
2081	Roman Summer	Lewisohn, Ludwig	1927
2082	Thy Neighbour's Wife	O'Flaherty, Liam	1923
2083	Sybil: Or, the Two Nations	Disraeli, Benjamin	1845
2084	Swinburne's Collected Poems	Swinburne, Algernon Charles	
2085	Fortune's Fool	Sabatini, Rafael	1923
2086	The Secretary of State	McKenna, Stephen	1927
2087	The World in the Making	Keyserling, Hermann	1926
2088	The Story of a Wonder Man: Being the Autobiography of Ring Lardner	Lardner, Ring	1927
2089	White-Jacket	Melville, Herman	1850
2090	The Napoleon of Notting Hill	Chesterton, G. K. (Gilbert Keith)	1904
2091	What Not: A Prophetic Comedy	Macaulay, Rose	1919
2092	Revelry	Adams, Samuel Hopkins	1926
2093	The Lesson of the Master	James, Henry	1888
2094	The Author of Beltraffio	James, Henry	1884
2095	The Lodger	Lowndes, Marie Belloc	1913
2096	Not in Our Stars	Skinner, Conrad A. (Conrad Arthur)	1923
2097	A Study of the Prose Works of John Donne	Simpson, Evelyn Mary Spearing	1924
2098	The Red and the Black	Stendhal	1926
2099	Upstream: A Drama in Three Acts	Bax, Clifford	1922
2100	Persuasion	Austen, Jane	1817
2101	Liza of Lambeth	Maugham, William Somerset	1897
2102	The Adventures of Ferdinand Count Fathom	Smollett, Tobias	1753
2103	Due Reckoning: Being the Third and Last Part of the Realists	McKenna, Stephen	1927
2104	Love in Chartres	Asch, Nathan	1927
2105	Essays	Yeats, William Butler	1924
2106	The Pyrenees	Belloc, Hilaire	1909
2107	Twilight Sleep	Wharton, Edith	1927
2108	All Summer in a Day: An Autobiographical Fantasia	Sitwell, Sacheverell	1926
2109	The Woman Who Stole Everything and Other Stories	Bennett, Arnold	1927
2110	Trollope: A Commentary	Sadleir, Michael	1927
2111	Allen Adair	Mander, Jane	1925
2112	The Plutocrat	Tarkington, Booth	1927
2113	Famous Trials of History	Smith, Frederick Edwin Smith (Earl of Birkenhead)	1926
2114	The Magic Mountain	Mann, Thomas	1924
2115	The Paris Sketch Book	Thackeray, William Makepeace	1840
2116	The Memoirs of Barry Lyndon, Esq.	Thackeray, William Makepeace	1844
2117	To Morrow Morning	Parrish, Anne	1927
2118	Perella	Locke, William John	1926
2119	Birds, Beasts, and Flowers	Lawrence, D. H. (David Herbert)	1923
2120	A New Testament	Anderson, Sherwood	1927
2121	Poems	Graves, Robert	
2122	[unclear] Symphony		
2123	A Good Woman	Bromfield, Louis	1927
2124	An Essay on Comedy and the Uses of the Comic Spirit	Meredith, George	1897
2125	The Road Round Ireland	Colum, Padraic	1926
2126	The Beadle	Smith, Pauline	1926
2127	Mother India	Mayo, Katherine	1927
2128	A Short History of Italian Painting	Brown, Alice Van Vechten;Rankin, William	1914
2129	The Grandmothers: A Family Portrait	Wescott, Glenway	1927
2130	The Romantic Comedians	Glasgow, Ellen Anderson Gholson	1926
2131	The Journal of Katherine Mansfield	Mansfield, Katherine	1927
2132	A Victim of Circumstances and Other Stories	Gissing, George Robert	1927
2133	The History of Ireland	Gwynn, Stephen Lucius	1923
2134	Ireland		
2135	The Book of Marriage: A New Interpretation by Twenty-Four Leaders of Contemporary Thought		1926
2136	Sour Grapes: A Book of Poems	Williams, William Carlos	1921
2137	Springboard	Wolf, Robert	1927
2138	Lothair	Disraeli, Benjamin	1870
2139	Peter Simple	Marryat, Frederick	1834
2140	Letters of Gertrude Bell	Bell, Gertrude Lowthian	1927
2141	The Letters of Vincent van Gogh to His Brother, 1872 – 1886	Gogh, Vincent van	1927
2142	Gargantua	Rabelais, François	
2143	Vanity Fair	Thackeray, William Makepeace	1847
2144	Annette and Sylvie: Being Volume One of the Soul Enchanted	Rolland, Romain	1925
2145	The Letters of Olive Schreiner: 1876 – 1920	Schreiner, Olive	1924
2146	When the King Loses His Head and Other Stories	Andreyev, Leonid	1920
2147	Time and Western Man	Lewis, Wyndham	1927
2148	The Caliph's Design	Lewis, Wyndham	1919
2149	The Black Cap: New Stories of Murder and Mystery		1927
2150	The Lacemakers: Sketches of Irish Character, with Some Account of the Effort to Establish Lacemaking in Ireland	Meredith, Susanna	1865
2151	English as She Is Spoke: Or, a Jest in Sober Earnest	Carolino, Pedro;Fonseca, Pedro José da	1883
2152	History of Christian Names	Yonge, Charlotte M. (Charlotte Mary)	1863
2153	Lost Ecstasy: A Novel	Rinehart, Mary Roberts	1927
2154	This Way Up	Solano, Solita	1927
2155	Liberal Points of View		1927
2156	Barnum's Own Story	Barnum, P. T. (Phineas Taylor)	1927
2157	Poems and Essays of Edgar Allan Poe	Poe, Edgar Allan	1876
2158	The Theatre in Life	Evreinov, Nikolai	1927
2159	Long Journey		
2160	The Seven Strings of the Lyre: The Romantic Life of George Sand, 1804 – 1876	Schermerhorn, Elizabeth Wheeler	1927
2161	The Silent Queen	Leslie, W. Seymour	1927
2162	Young Orland	Asquith, H. H. (Herbert Henry)	1927
2163	Love in Greenwich Village	Dell, Floyd	1926
2164	Tinker's Leave	Baring, Maurice	1927
2165	The Story of Ivy	Lowndes, Marie Belloc	1927
2166	Jack A'Manory	Stern, G. B. (Gladys Bronwyn)	1927
2167	The Flame of Life		
2168	Variety	Valéry, Paul	1927
2169	Kitty	Deeping, Warwick	1927
2170	New Wine	Castle, Agnes;Castle, Egerton	1919
2171	The Ugly Duchess	Feuchtwanger, Lion	1927
2172	Jeremy at Crale	Walpole, Hugh	1927
2173	The Canary Murder Case	Van Dine, S. S. (Willard Huntington Wright)	1927
2174	Shadow River	Smith, Walton Hall	1927
2175	Shot on the Downs: A Detective Story	Whitechurch, Victor L.	1927
2176	The Defeated	Lewisohn, Ludwig	1927
2177	The Farington Diary	Farington, Joseph	
2178	The Sentimentalists	Benson, Robert-Hugh	1906
2179	Genius and Character	Ludwig, Emil	1927
2180	Jane Carroll	Thurston, Ernest Temple	1927
2181	The Realm of Essence	Santayana, George	1927
2182	Affirmations	Ellis, Havelock	1898
2183	By Request	Dell, Ethel M. (Ethel May)	1927
2184	Trader Horn: Being the Life and Works of Aloysius Horn	Horn, Alfred Aloysius	1927
2185	Our Mr. Dormer	Mottram, R. H. (Ralph Hale)	1927
2186	The Mad Carews	Ostenso, Martha	1925
2187	Bellarion the Fortunate: A Romance	Sabatini, Rafael	1926
2188	The Outline of Art	Orpen, William, Sir	1927
2189	Motherhood and Its Enemies	Haldane, Charlotte	1927
2190	A Survey of Modernist Poetry	Riding, Laura;Graves, Robert	1927
2191	England Reclaimed	Sitwell, Osbert	1927
2192	The Seasons: Summer	Thomson, James	1817
2193	Gallions Reach	Tomlinson, H. M. (Henry Major)	1927
2194	The Letter "E"	Le Queux, William	1926
2195	Death Comes for the Archbishop	Cather, Willa	1927
2196	A General History of the Robberies and Murders of the Most Notorious Pirates	Johnson, Captain Charles	1926
2197	Egyptian Art		
2198	The Misfortunes of Elphin	Peacock, Thomas Love	1829
2199	Orient Express	Dos Passos, John	1927
2200	My Heart and My Flesh: A Novel	Roberts, Elizabeth Madox	1927
2201	Flamingo: A Novel	Borden, Mary (Bridget Maclagan, pseud.)	1927
2202	Possible Worlds and Other Essays	Haldane, J. B. S. (John Burdon Sanderson)	1927
2203	The Crooked Way	Le Queux, William	1919
2204	Adolphe	Constant, Benjamin	1918
2205	Mr. Charles, King of England	Drinkwater, John	1926
2206	Passion, Murder, and Mystery	Graeme, Bruce (Graham Montague Jeffries)	1927
2207	The Lion and the Fox	Lewis, Wyndham	1927
2208	There Is No Return	Bibesco, Elizabeth	1927
2209	The Place Called Dagon	Gorman, Herbert Sherman	1927
2210	Horace Walpole		
2211	Kaiser Wilhelm II	Ludwig, Emil	1926
2212	Oriental Encounters, Palestine and Syria 1894 to 1896	Pickthall, Marmaduke William	1918
2213	Some Contemporary Artists	Rutter, Frank	1922
2214	Are They the Same at Home? Being a Series of Bouquets Diffidently Distributed	Nichols, Beverley	1927
2215	Sexual Inversion	Ellis, Havelock	1925
2216	Right Off the Map	Montague, C. E. (Charles Edward)	1927
2217	A Chinaman's Opinion of Us and of His Own Country	Tourrier, Theodore	1927
2218	The Undesigning Widow	Wyllarde, Dolf (Dorothy Margarette Selby Lowndes)	1927
2219	Essays	Macaulay, Thomas Babington	
2220	Secret Societies		
2221	The Right to be Happy	Russell, Dora	1927
2222	New York Is Not America	Ford, Ford Madox	1927
2223	Columbus Undergraduate	Benn, John Andrews	1928
2224	Peacock		
2225	Blue Voyage	Aiken, Conrad	1927
2226	Lawrence and the Arabs	Graves, Robert	1927
2227	My Journey to Lhasa	David-Néel, Alexandra	1927
2228	Vestal Fire	Mackenzie, Compton	1927
2229	Conquistador: American Fantasia	Guedalla, Phillip	1928
2230	The Arrow	Morley, Christopher	1927
2231	A [unclear]		
2232	Hans Christian Andersen		
2233	The Magnificent Idler	Rogers, Cameron	1926
2234	The Cambridge History of English Literature		
2235	Winds of Doctrine: Studies in Contemporary Opinion	Santayana, George	1913
2236	German Baroque Art	Sitwell, Sacheverell	1928
2237	Beaumont and Fletcher	Beaumont, Francis;Fletcher, John	
2238	Many Latitudes	Jesse, F. Tennyson (Fryniwyd Tennyson)	1928
2239	Beyond Khyber Pass	Thomas, Lowell	1925
2240	Whitman		
2241	Father India: A Reply to Mother India	Ranga Iyer, C. S.	1927
2242	Flat 2	Wallace, Edgar	1924
2243	Robinson Crusoe	Defoe, Daniel	1719
2244	Hazlitt's Works	Hazlitt, William	
2245	The Triumph of Youth	Wassermann, Jakob	1927
2246	The Lawless Hand	Le Queux, William	1927
2247	The Art of Thomas Hardy	Johnson, Lionel	1894
2248	San Cristobal de la Habana	Hergesheimer, Joseph	1920
2249	Quentin Durward	Scott, Walter	1823
2250	Murder in the Maze	Connington, J. J. (Alfred Walter Stewart)	1927
2251	So Much Good	Frankau, Gilbert	1928
2252	The Lonely House	Lowndes, Marie Belloc	1920
2253	Richard Kurt	Hudson, Stephen	1919
2254	Recollections of the Irish War	Figgis, Darrell	1927
2255	The Riddle of the Irish	Molony, J. Chartres (John Chartres)	1927
2256	Georgian Stories, 1927		1928
2257	The Tragedy at Ravensthorpe	Connington, J. J. (Alfred Walter Stewart)	1927
2258	The Grand Duchess	Birmingham, George A.	1927
2259	The Best Short Stories of 1927: And the Yearbook of the American Short Story		1927
2260	King Midas	Sinclair, Upton	1901
2261	The Unburied Dead	McKenna, Stephen	1928
2262	Emily Brontë	Duclaux, Mary	1883
2263	The Complete Poems of Emily Brontë	Brontë, Emily	1908
2264	Where Angels Fear to Tread	Forster, E. M.	1905
2265	The Life and Letters of Lewis Carroll	Carroll, Lewis (Charles Lutwidge Dodgson);Collingwood, Stuart Dodgson	1898
2266	Divinity Hall		
2267	The Water-Babies, a Fairy Tale for a Land Baby	Kingsley, Charles	1863
2268	A Selection from the Letters of Lewis Carroll (the Rev. Charles Lutwidge Dodgson) to His Child-Friends	Carroll, Lewis (Charles Lutwidge Dodgson)	
2269	The Story of Lewis Carroll, Told for Young People by the Real Alice in Wonderland	Bowman, Isa	1899
2270	A Mainsail Haul	Masefield, John	1905
2271	The Martyrdom of Man	Reade, William Winwood	1872
2272	La géométrie	Descartes, René	1637
2273	The Counterfeiters	Gide, André	1927
2274	Romola	Eliot, George (Mary Anne Evans)	1863
2275	The Wild Body	Lewis, Wyndham	1927
